account_id,snapshot_date,industry,country,referral_source,tenure_days,total_active_subs,total_mrr,total_seats,max_seats,monthly_ratio,has_manual_renew,active_trials,had_downgrade_30,had_upgrade_30,had_downgrade_31_90,had_upgrade_31_90,primary_plan,enterprise_ratio,pro_ratio,days_since_last_action,unique_features_last_30d,unique_features_31_to_90d,breadth_decay_ratio,active_days_last_30d,activity_drop_ratio,total_usage_count_30d,avg_duration_last_30d,had_error_last_30d,tickets_last_30d,tickets_31_to_90d,escalated_last_90d,had_urgent_ticket_last_90d,avg_resolution_last_90d,latest_csat_score,target
A-0baac2,2024-10-01,FinTech,DE,organic,124,1,5771,29,29,0.0,False,0,False,False,False,False,Enterprise,1.0,0.0,45,0,1,0.0,0,0.0,0,0.0,0,1,1,0,0,46.5,5.0,1
A-0be015,2024-10-01,FinTech,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,4,2,2.0,4,2.0,46,2929.5,0,0,1,0,0,51.0,5.0,0
A-0cc442,2024-10-01,EdTech,US,organic,75,7,31517,323,53,0.857,False,2,True,True,False,False,Enterprise,0.571,0.286,0,4,7,0.571,3,0.429,39,3297.75,1,0,0,0,0,0.0,3.0,1
A-0dbdc6,2024-10-01,Cybersecurity,DE,other,597,6,14030,200,50,0.5,False,1,False,False,False,False,Pro,0.167,0.5,12,2,5,0.4,2,0.333,15,3077.5,1,0,0,0,0,0.0,4.0,0
A-0e966d,2024-10-01,FinTech,IN,ads,98,5,5632,113,55,0.2,False,1,False,False,False,False,Basic,0.2,0.4,0,2,2,1.0,2,0.667,20,3531.0,0,1,0,1,0,22.0,5.0,0
A-0f3e88,2024-10-01,HealthTech,US,other,436,7,4749,111,24,0.714,True,0,False,False,False,False,Basic,0.143,0.143,8,3,5,0.6,3,0.75,24,1747.667,1,0,1,0,0,65.0,5.0,0
A-104f1a,2024-10-01,Cybersecurity,US,other,45,3,7987,208,123,0.667,True,1,False,False,False,False,Pro,0.0,1.0,37,0,3,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-10b8da,2024-10-01,DevTools,US,partner,512,6,8787,116,34,0.5,True,1,False,False,False,False,Enterprise,0.5,0.333,7,1,0,0.0,1,0.0,14,6692.0,0,0,0,0,0,0.0,4.0,0
A-10b8f2,2024-10-01,HealthTech,DE,organic,629,11,28367,584,103,0.273,True,3,False,False,False,True,Basic,0.182,0.182,4,3,6,0.5,3,0.429,35,1603.667,0,0,0,0,0,0.0,3.0,0
A-118d55,2024-10-01,Cybersecurity,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3,8,0.375,3,0.5,32,5702.667,1,1,0,0,0,14.0,4.0,0
A-118f1c,2024-10-01,Cybersecurity,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,3.0,3,3.0,33,811.333,1,0,0,0,0,0.0,3.0,0
A-13466a,2024-10-01,DevTools,AU,event,345,6,13343,142,65,0.5,True,1,False,False,False,False,Basic,0.5,0.0,96,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,5.0,0
A-149a69,2024-10-01,DevTools,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,45,0,2,0.0,0,0.0,0,0.0,0,2,1,0,0,14.333,4.0,0
A-151c9a,2024-10-01,FinTech,US,ads,613,5,14250,150,52,0.6,True,0,False,False,False,False,Pro,0.4,0.6,1,1,3,0.333,1,0.333,11,3751.0,0,0,0,0,0,0.0,3.0,0
A-157070,2024-10-01,FinTech,US,ads,327,13,19023,319,49,0.462,True,2,False,False,False,False,Pro,0.231,0.462,7,3,9,0.333,5,0.5,45,859.4,1,0,0,0,0,0.0,4.0,0
A-158f4e,2024-10-01,FinTech,IN,other,578,10,28731,610,61,0.4,True,1,False,False,False,False,Pro,0.1,0.5,29,1,4,0.25,1,0.25,11,1738.0,0,0,1,0,0,67.0,4.0,0
A-1619f8,2024-10-01,DevTools,US,organic,134,3,11496,113,55,0.667,True,1,False,False,False,False,Basic,0.333,0.333,1,2,7,0.286,2,0.25,24,4399.5,1,0,0,0,0,0.0,5.0,0
A-180abf,2024-10-01,DevTools,US,event,414,5,29824,320,64,0.4,True,1,False,False,False,False,Basic,0.4,0.2,6,4,3,1.333,4,1.333,42,3128.0,1,0,1,0,0,10.0,3.0,0
A-186a44,2024-10-01,HealthTech,US,ads,421,7,7276,144,24,0.571,True,1,False,False,False,False,Basic,0.143,0.286,46,0,10,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-1986ca,2024-10-01,HealthTech,IN,ads,610,7,27661,159,31,0.714,True,1,False,False,False,False,Enterprise,1.0,0.0,36,0,4,0.0,0,0.0,0,0.0,0,1,2,0,1,52.667,3.0,0
A-19b2c8,2024-10-01,DevTools,IN,other,483,12,22723,267,33,0.5,True,1,False,False,False,True,Enterprise,0.417,0.25,0,2,6,0.333,3,0.5,31,4006.0,1,1,0,0,0,32.0,5.0,0
A-1ac5e0,2024-10-01,DevTools,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,2,5,0.4,1,0.2,18,1207.0,1,1,0,0,0,33.0,4.0,0
A-1b707d,2024-10-01,Cybersecurity,US,organic,445,5,8097,63,19,0.4,True,0,False,False,False,False,Enterprise,0.4,0.4,16,3,4,0.75,2,0.5,30,2242.0,1,0,0,0,0,0.0,4.0,0
A-1b7577,2024-10-01,Cybersecurity,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,4,5,0.8,3,0.6,38,2883.0,1,0,0,0,0,0.0,3.0,0
A-1b9609,2024-10-01,EdTech,IN,ads,355,10,16810,190,49,0.5,True,0,False,False,False,False,Basic,0.3,0.3,40,0,8,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-1d5444,2024-10-01,Cybersecurity,US,partner,257,12,29782,322,41,0.417,True,1,False,False,False,False,Basic,0.333,0.167,5,5,3,1.667,5,1.667,53,3413.6,1,0,0,0,0,0.0,4.0,0
A-1e1b80,2024-10-01,FinTech,CA,other,385,11,47697,553,53,0.545,True,2,False,False,False,False,Enterprise,0.545,0.182,2,5,3,1.667,5,1.667,48,2601.4,1,0,1,0,0,69.0,3.0,1
A-1e50e0,2024-10-01,Cybersecurity,DE,other,588,5,13295,174,98,0.6,True,1,False,False,False,False,Enterprise,0.6,0.4,25,2,0,0.0,1,0.0,26,7033.0,0,0,0,0,0,0.0,0.0,0
A-1e6fc3,2024-10-01,EdTech,FR,other,300,3,245,17,11,0.333,False,2,False,False,False,False,Basic,0.0,0.333,20,3,2,1.5,3,1.5,30,2751.0,0,0,0,0,0,0.0,3.0,0
A-1f0636,2024-10-01,EdTech,AU,partner,274,9,71820,945,105,0.222,True,3,False,False,False,False,Basic,0.333,0.333,8,2,5,0.4,2,0.4,20,4286.0,0,0,1,0,0,17.0,3.0,0
A-1f0ac7,2024-10-01,HealthTech,UK,other,401,5,7491,153,47,0.6,True,1,False,False,False,True,Basic,0.2,0.4,5,3,4,0.75,4,1.0,29,2168.5,1,0,0,0,0,0.0,4.0,0
A-1f559b,2024-10-01,HealthTech,US,organic,393,9,11566,214,59,0.667,True,0,False,False,False,False,Basic,0.111,0.444,34,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-1f7acb,2024-10-01,FinTech,UK,ads,422,8,46912,512,64,0.375,True,1,False,False,True,False,Basic,0.375,0.25,8,5,6,0.833,5,0.833,39,2806.6,1,0,0,0,0,0.0,5.0,0
A-202b67,2024-10-01,HealthTech,US,organic,193,8,12397,163,61,0.625,True,0,False,False,False,False,Pro,0.25,0.5,19,1,4,0.25,1,0.25,9,2034.0,0,0,1,0,1,35.0,5.0,0
A-20736a,2024-10-01,EdTech,IN,organic,199,3,14850,150,50,0.333,False,0,False,False,False,False,Pro,0.333,0.667,16,1,1,1.0,1,1.0,5,2660.0,0,0,0,0,0,0.0,5.0,0
A-22d9d2,2024-10-01,DevTools,FR,event,193,10,9094,176,58,0.5,True,1,False,False,False,False,Pro,0.1,0.7,1,2,7,0.286,2,0.286,20,4389.0,1,0,1,0,1,14.0,4.0,1
A-241e75,2024-10-01,EdTech,US,partner,90,4,3499,91,46,0.25,True,0,True,False,False,False,Basic,0.0,0.5,8,1,1,1.0,1,1.0,11,4235.0,0,1,0,0,0,26.0,5.0,1
A-2446e3,2024-10-01,EdTech,IN,organic,265,5,13392,135,27,0.6,True,1,False,False,False,False,Enterprise,0.4,0.4,38,0,6,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,5.0,0
A-249769,2024-10-01,Cybersecurity,US,event,159,9,14727,142,56,0.556,False,1,False,False,False,False,Basic,0.333,0.222,19,2,7,0.286,2,0.222,16,3507.5,0,0,1,0,0,16.0,3.0,0
A-271f46,2024-10-01,DevTools,US,event,600,6,9728,228,38,0.5,False,2,False,False,False,False,Basic,0.333,0.167,49,0,2,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-2789e3,2024-10-01,FinTech,US,partner,17,1,627,33,33,1.0,False,0,False,False,False,False,Basic,0.0,0.0,18,2,4,0.5,2,0.5,19,1490.0,0,0,0,0,0,0.0,4.0,0
A-296d7c,2024-10-01,DevTools,DE,other,328,5,1297,67,24,0.4,True,1,False,False,False,False,Basic,0.0,0.2,5,2,1,2.0,2,2.0,26,3211.0,0,0,2,0,1,50.0,3.0,0
A-297a2d,2024-10-01,HealthTech,UK,event,515,4,9000,117,36,0.25,True,1,False,False,False,True,Basic,0.25,0.25,6,1,0,0.0,1,0.0,10,4760.0,1,0,0,0,0,0.0,3.0,0
A-2b9d3e,2024-10-01,EdTech,US,partner,485,6,2637,74,28,0.167,True,1,False,False,False,False,Basic,0.333,0.167,27,1,2,0.5,1,0.5,21,8505.0,0,0,0,0,0,0.0,5.0,0
A-2bc93d,2024-10-01,HealthTech,US,event,567,12,30679,345,95,0.417,True,1,False,True,False,False,Enterprise,0.5,0.167,1,3,6,0.5,3,0.375,31,2573.333,1,0,0,0,0,0.0,4.0,0
A-2d1036,2024-10-01,FinTech,US,ads,109,10,46230,690,69,0.4,True,0,False,False,True,False,Basic,0.2,0.4,8,1,6,0.167,1,0.167,8,4760.0,0,1,0,1,0,20.0,5.0,1
A-2d4502,2024-10-01,FinTech,IN,event,155,6,15481,206,67,0.5,True,1,False,False,False,True,Enterprise,0.5,0.167,12,2,4,0.5,2,0.5,12,2297.0,0,0,0,0,0,0.0,5.0,0
A-2e3bad,2024-10-01,FinTech,CA,other,415,7,43554,427,61,0.429,True,1,False,False,False,False,Enterprise,0.571,0.286,3,1,3,0.333,1,0.333,5,2595.0,0,1,0,0,0,18.0,3.0,0
A-2e4581,2024-10-01,EdTech,US,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,4,6,0.667,4,0.571,42,3142.25,1,0,0,0,0,0.0,3.0,0
A-2ebb4b,2024-10-01,HealthTech,US,ads,505,9,28679,393,65,0.667,False,2,False,False,False,False,Basic,0.222,0.333,41,0,3,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-2edab2,2024-10-01,HealthTech,US,event,319,7,6851,119,17,0.429,True,0,False,False,False,True,Basic,0.143,0.429,43,0,5,0.0,0,0.0,0,0.0,0,0,1,0,0,12.0,3.0,0
A-2f6a32,2024-10-01,HealthTech,US,organic,36,2,361,38,19,0.5,False,1,False,False,False,False,Basic,0.0,0.0,5,4,7,0.571,5,0.714,51,1407.4,1,0,0,0,0,0.0,4.0,0
A-30b4ca,2024-10-01,EdTech,IN,organic,134,7,74304,602,86,0.714,True,1,False,False,False,False,Enterprise,0.571,0.286,10,3,5,0.6,4,1.0,38,2297.75,0,1,0,0,0,64.0,4.0,0
A-313be3,2024-10-01,EdTech,US,partner,321,8,16703,385,56,0.25,True,4,False,False,False,True,Enterprise,0.5,0.375,12,2,4,0.5,2,0.5,22,3030.5,1,0,0,0,0,0.0,4.0,0
A-31ab9a,2024-10-01,FinTech,DE,organic,212,4,4459,110,73,0.5,False,1,False,False,False,False,Pro,0.25,0.5,1,2,4,0.5,2,0.5,14,2930.0,0,1,0,0,1,62.0,4.0,0
A-32728c,2024-10-01,DevTools,US,event,637,8,4498,182,42,0.375,False,2,False,False,False,False,Basic,0.25,0.375,28,2,1,2.0,2,2.0,20,4018.5,0,0,0,0,0,0.0,4.0,0
A-328bd0,2024-10-01,HealthTech,AU,partner,504,12,15097,281,39,0.583,True,1,False,False,False,False,Basic,0.167,0.333,5,2,5,0.4,2,0.4,18,4725.0,1,1,1,0,0,67.5,4.0,0
A-32fb14,2024-10-01,DevTools,US,event,574,8,4988,238,47,0.375,True,1,False,True,False,True,Basic,0.0,0.125,44,0,4,0.0,0,0.0,0,0.0,0,1,1,0,1,14.0,4.0,0
A-331424,2024-10-01,DevTools,US,organic,330,5,6776,55,11,0.4,True,1,False,False,False,False,Enterprise,0.6,0.2,26,1,3,0.333,1,0.333,12,6348.0,0,0,0,0,0,0.0,4.0,0
A-337bc1,2024-10-01,Cybersecurity,US,organic,440,7,19379,281,86,0.571,True,2,True,True,False,True,Pro,0.286,0.429,4,2,3,0.667,2,0.667,22,4222.0,1,0,0,0,0,0.0,5.0,0
A-342303,2024-10-01,EdTech,US,other,199,2,1695,45,28,0.5,False,0,False,False,False,False,Basic,0.0,0.5,24,1,2,0.5,1,0.5,7,574.0,1,0,0,0,0,0.0,4.0,0
A-34d880,2024-10-01,Cybersecurity,AU,ads,173,7,19173,163,53,0.857,True,2,False,False,False,False,Enterprise,0.429,0.429,25,2,3,0.667,2,0.667,19,2811.5,0,0,1,0,0,32.0,3.0,0
A-34ea2f,2024-10-01,HealthTech,US,organic,47,4,1671,62,23,0.5,True,1,False,False,False,False,Pro,0.25,0.5,6,4,3,1.333,4,1.0,49,3671.75,1,0,1,0,1,70.0,4.0,1
A-35083d,2024-10-01,HealthTech,IN,partner,522,14,21751,345,48,0.571,True,3,False,False,False,True,Enterprise,0.357,0.357,26,3,5,0.6,4,0.8,41,2832.75,1,1,0,0,0,60.0,5.0,0
A-354f12,2024-10-01,FinTech,US,ads,156,2,6965,35,34,0.5,False,0,False,False,False,False,Enterprise,1.0,0.0,97,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-378b99,2024-10-01,EdTech,UK,ads,30,2,2223,87,68,1.0,False,0,False,False,False,False,Basic,0.0,0.5,29,1,4,0.25,1,0.25,8,408.0,0,0,2,0,0,27.5,3.0,1
A-3793ee,2024-10-01,Cybersecurity,CA,organic,560,6,16954,294,49,0.667,False,2,False,False,True,False,Enterprise,0.5,0.5,21,1,3,0.333,1,0.333,14,854.0,0,0,0,0,0,0.0,4.0,0
A-37f969,2024-10-01,HealthTech,IN,partner,353,8,22959,261,51,0.625,True,0,False,True,False,False,Basic,0.375,0.25,27,1,3,0.333,1,0.333,10,3430.0,0,0,0,0,0,0.0,4.0,0
A-3932db,2024-10-01,HealthTech,CA,other,363,6,5358,179,58,0.833,False,2,False,True,False,False,Basic,0.333,0.167,7,3,4,0.75,3,0.75,29,1551.0,0,1,0,0,0,61.0,5.0,0
A-396e5f,2024-10-01,Cybersecurity,CA,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,7,1,6,0.167,1,0.167,9,963.0,0,0,1,0,1,29.0,4.0,0
A-39868b,2024-10-01,FinTech,AU,partner,198,3,3753,27,9,0.0,True,0,False,False,False,False,Enterprise,0.667,0.0,4,3,2,1.5,3,1.5,30,2799.333,1,0,0,0,0,0.0,5.0,0
A-39b19f,2024-10-01,FinTech,US,partner,606,9,20990,284,55,0.667,True,1,False,False,False,False,Pro,0.333,0.667,0,3,4,0.75,3,0.75,26,3086.667,0,0,1,0,0,65.0,5.0,0
A-3a5ad8,2024-10-01,HealthTech,US,organic,301,9,11216,191,95,0.667,True,3,False,True,False,False,Enterprise,0.444,0.222,5,1,5,0.2,1,0.167,11,1089.0,0,1,0,0,0,65.0,4.0,0
A-3b37d9,2024-10-01,FinTech,US,event,613,6,14858,143,28,0.333,True,2,False,False,False,False,Enterprise,0.667,0.333,38,0,3,0.0,0,0.0,0,0.0,0,1,0,0,0,28.0,4.0,1
A-3b5cd1,2024-10-01,FinTech,US,event,385,10,10542,206,55,0.7,True,2,False,False,False,False,Pro,0.3,0.5,2,5,2,2.5,4,2.0,56,3331.8,0,0,0,0,0,0.0,4.0,0
A-3be56b,2024-10-01,HealthTech,IN,event,341,11,16660,251,62,0.545,True,3,False,False,False,False,Enterprise,0.364,0.364,6,2,4,0.5,2,0.5,20,3280.0,1,0,0,0,0,0.0,4.0,0
A-3c1a3f,2024-10-01,DevTools,UK,event,402,9,10559,142,45,0.444,True,3,False,False,False,False,Enterprise,0.444,0.222,0,4,3,1.333,4,1.333,50,1785.5,1,0,0,0,0,0.0,3.0,0
A-3cc791,2024-10-01,EdTech,US,other,265,7,6758,99,25,0.571,True,2,False,False,False,False,Basic,0.286,0.286,17,1,2,0.5,1,0.5,7,2604.0,0,1,1,0,1,56.0,3.0,1
A-3ce5b8,2024-10-01,FinTech,IN,ads,390,8,16650,328,189,0.5,False,1,False,False,False,False,Pro,0.25,0.5,7,2,3,0.667,2,0.667,17,1971.0,1,0,1,0,0,41.0,4.0,0
A-3d957b,2024-10-01,HealthTech,UK,other,180,5,9066,144,73,1.0,True,0,False,False,False,True,Enterprise,0.4,0.4,140,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-3f9cc0,2024-10-01,HealthTech,US,event,120,7,19940,162,30,0.571,True,1,False,False,True,False,Enterprise,0.571,0.0,1,7,4,1.75,8,1.6,61,2938.125,1,0,1,0,0,44.0,4.0,0
A-40906c,2024-10-01,EdTech,US,ads,188,7,30820,644,92,0.571,True,2,False,False,False,False,Basic,0.286,0.286,22,1,3,0.333,1,0.333,13,3549.0,0,0,1,0,0,5.0,5.0,0
A-40a557,2024-10-01,Cybersecurity,AU,partner,303,6,18572,146,55,0.5,False,1,False,False,False,False,Enterprise,0.5,0.333,15,1,4,0.25,1,0.25,10,2810.0,0,0,1,0,0,42.0,3.0,0
A-40de06,2024-10-01,Cybersecurity,US,event,512,14,22758,465,62,0.429,True,2,False,True,False,True,Pro,0.214,0.5,7,4,6,0.667,4,0.667,32,1234.0,1,0,0,0,0,0.0,4.0,0
A-417d2f,2024-10-01,Cybersecurity,IN,partner,455,11,19143,221,51,0.455,True,1,False,False,False,False,Basic,0.364,0.273,7,5,4,1.25,5,1.25,56,3380.4,1,0,0,0,0,0.0,5.0,0
A-425e76,2024-10-01,DevTools,UK,other,503,11,17111,269,71,0.727,True,0,False,False,False,False,Basic,0.273,0.273,0,4,4,1.0,4,1.0,44,3411.0,0,0,0,0,0,0.0,3.0,1
A-427b69,2024-10-01,FinTech,US,other,39,3,6056,61,26,0.333,True,1,False,False,False,False,Pro,0.333,0.667,31,0,6,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-42b791,2024-10-01,FinTech,AU,event,134,1,1421,29,29,1.0,False,0,False,False,False,False,Pro,0.0,1.0,10,1,2,0.5,1,0.5,13,3484.0,0,0,0,0,0,0.0,3.0,0
A-42e5e1,2024-10-01,DevTools,US,ads,84,4,4048,75,53,0.5,False,1,False,False,True,True,Enterprise,0.5,0.25,1,1,4,0.25,1,0.25,10,5370.0,0,0,0,0,0,0.0,4.0,1
A-432483,2024-10-01,Cybersecurity,US,ads,603,8,24294,160,60,0.5,True,1,False,False,False,False,Pro,0.375,0.5,14,2,3,0.667,2,0.667,21,2943.5,1,1,0,0,1,51.0,4.0,0
A-439b2f,2024-10-01,DevTools,US,ads,223,5,522,40,22,0.4,True,1,False,False,False,False,Basic,0.2,0.2,60,0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-43a9e3,2024-10-01,FinTech,IN,other,411,8,10004,176,28,0.25,True,0,False,False,False,False,Basic,0.125,0.375,10,3,4,0.75,3,0.75,38,2830.667,0,0,0,0,0,0.0,3.0,0
A-4437e4,2024-10-01,Cybersecurity,US,event,381,13,15869,207,49,0.615,True,3,False,False,False,True,Enterprise,0.385,0.308,8,6,3,2.0,5,1.667,68,3348.333,1,0,1,0,0,37.0,3.0,0
A-443b7c,2024-10-01,Cybersecurity,US,other,25,4,18975,195,84,0.75,True,0,False,False,False,False,Pro,0.25,0.5,14,2,7,0.286,2,0.4,17,2627.5,1,0,1,0,0,5.0,4.0,0
A-44dc83,2024-10-01,EdTech,FR,other,142,3,456,78,37,0.333,False,2,False,False,False,False,Basic,0.333,0.0,7,2,1,2.0,2,2.0,24,4855.5,1,1,0,0,0,24.0,5.0,0
A-45ce7a,2024-10-01,FinTech,US,ads,436,6,5032,104,22,0.667,True,1,False,False,False,False,Basic,0.167,0.333,18,2,2,1.0,2,1.0,22,1958.0,1,0,0,0,0,0.0,4.0,0
A-462d45,2024-10-01,Cybersecurity,US,partner,260,10,18973,356,89,0.6,True,2,False,False,False,False,Pro,0.2,0.5,2,5,3,1.667,4,1.333,47,2474.2,1,0,0,0,0,0.0,4.0,0
A-474ad4,2024-10-01,EdTech,US,organic,308,11,5757,169,53,0.545,True,2,False,False,False,False,Pro,0.091,0.545,9,7,7,1.0,7,1.167,78,2368.5,1,0,0,0,0,0.0,5.0,0
A-4814a3,2024-10-01,Cybersecurity,IN,event,14,1,4263,87,87,1.0,False,0,False,True,False,False,Pro,0.0,1.0,19,1,4,0.25,1,0.25,15,3615.0,0,0,0,0,0,0.0,4.0,0
A-484819,2024-10-01,HealthTech,US,organic,588,7,17022,138,26,0.143,True,0,False,False,False,False,Enterprise,0.571,0.0,5,1,3,0.333,1,0.333,12,5868.0,0,0,1,0,0,66.0,4.0,0
