account_id,snapshot_date,industry,country,referral_source,tenure_days,total_active_subs,total_mrr,total_seats,max_seats,monthly_ratio,has_manual_renew,active_trials,had_downgrade_30,had_upgrade_30,had_downgrade_31_90,had_upgrade_31_90,primary_plan,enterprise_ratio,pro_ratio,days_since_last_action,unique_features_last_30d,unique_features_31_to_90d,breadth_decay_ratio,active_days_last_30d,activity_drop_ratio,total_usage_count_30d,avg_duration_last_30d,had_error_last_30d,tickets_last_30d,tickets_31_to_90d,escalated_last_90d,had_urgent_ticket_last_90d,avg_resolution_last_90d,latest_csat_score,target
A-09540c,2024-12-01,Cybersecurity,CA,event,398,5,20435,335,67,0.6,True,0,False,False,False,False,Basic,0.2,0.2,42,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-098560,2024-12-01,DevTools,UK,ads,407,11,12326,217,40,0.636,True,1,False,False,False,False,Basic,0.273,0.364,23,1,8,0.125,1,0.125,12,1752.0,0,0,0,0,0,0.0,3.0,0
A-0a282f,2024-12-01,DevTools,US,organic,96,11,14353,157,40,0.545,False,0,False,False,True,True,Enterprise,0.364,0.364,2,3,3,1.0,3,1.0,26,3434.667,0,0,1,0,0,18.0,4.0,1
A-0a62f5,2024-12-01,FinTech,UK,partner,81,2,3968,32,16,0.5,False,0,False,False,False,False,Enterprise,0.5,0.5,11,1,0,0.0,1,0.0,11,5929.0,0,1,0,0,1,8.0,4.0,1
A-0aaf6e,2024-12-01,FinTech,US,organic,204,6,2402,97,37,0.667,True,2,False,False,False,False,Basic,0.0,0.333,27,2,4,0.5,2,0.5,15,2913.0,0,0,1,0,0,59.0,5.0,0
A-0b0d6d,2024-12-01,DevTools,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,25,2,3,0.667,2,0.667,18,3258.0,0,0,1,0,0,49.0,3.0,1
A-0baac2,2024-12-01,FinTech,DE,organic,185,3,12567,93,33,0.0,False,0,False,False,False,False,Enterprise,0.667,0.0,31,0,3,0.0,0,0.0,0,0.0,0,0,1,0,0,40.0,5.0,1
A-0be015,2024-12-01,FinTech,US,event,47,3,1178,62,24,0.333,True,0,False,False,False,False,Basic,0.0,0.0,39,0,7,0.0,0,0.0,0,0.0,0,1,0,0,0,46.0,4.0,1
A-0cc442,2024-12-01,EdTech,US,organic,136,12,52980,600,97,0.667,True,2,False,False,True,True,Enterprise,0.5,0.167,3,3,6,0.5,3,0.5,24,2914.333,0,0,0,0,0,0.0,3.0,0
A-0dbdc6,2024-12-01,Cybersecurity,DE,other,658,8,25970,260,50,0.625,True,1,False,False,False,False,Enterprise,0.375,0.375,32,0,5,0.0,0,0.0,0,0.0,0,0,1,0,0,60.0,5.0,0
A-0e966d,2024-12-01,FinTech,IN,ads,159,11,12445,260,57,0.455,True,1,False,False,False,False,Basic,0.182,0.364,0,4,6,0.667,4,0.667,37,4055.25,1,1,1,1,0,17.0,4.0,0
A-0f3e88,2024-12-01,HealthTech,US,other,497,10,5281,146,24,0.7,True,1,False,True,False,False,Basic,0.1,0.2,0,5,6,0.833,6,1.0,68,3038.0,1,0,1,0,1,19.0,4.0,0
A-0f6450,2024-12-01,FinTech,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,23,1,4,0.25,1,0.25,7,3486.0,0,0,0,0,0,0.0,3.0,1
A-0f7d77,2024-12-01,FinTech,IN,partner,34,3,653,20,11,1.0,True,1,False,False,False,False,Basic,0.0,0.333,3,3,1,3.0,3,3.0,28,2230.667,1,0,0,0,0,0.0,5.0,0
A-104f1a,2024-12-01,Cybersecurity,US,other,106,5,9619,256,123,0.8,True,1,False,False,False,False,Pro,0.0,0.8,7,4,1,4.0,4,4.0,38,4008.25,1,0,0,0,0,0.0,3.0,1
A-10b8da,2024-12-01,DevTools,US,partner,573,6,8787,116,34,0.5,True,1,False,False,False,False,Enterprise,0.5,0.333,34,0,5,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-10b8f2,2024-12-01,HealthTech,DE,organic,690,11,28367,584,103,0.273,True,3,False,False,False,False,Basic,0.182,0.182,7,3,4,0.75,3,0.75,27,2705.667,0,0,0,0,0,0.0,3.0,0
A-117171,2024-12-01,HealthTech,FR,organic,80,4,9810,180,45,0.75,False,2,False,False,True,False,Enterprise,0.5,0.25,30,1,0,0.0,1,0.0,8,136.0,0,0,0,0,0,0.0,3.0,0
A-118d55,2024-12-01,Cybersecurity,US,organic,40,4,12225,75,36,0.75,True,0,True,False,False,True,Enterprise,0.75,0.0,18,2,5,0.4,2,0.333,15,3491.5,1,0,1,0,0,14.0,4.0,1
A-118f1c,2024-12-01,Cybersecurity,US,other,31,2,12736,64,32,0.5,True,0,False,False,False,False,Enterprise,1.0,0.0,57,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,1
A-13466a,2024-12-01,DevTools,AU,event,406,6,13343,142,65,0.5,True,1,False,False,False,False,Basic,0.5,0.0,32,0,2,0.0,0,0.0,0,0.0,0,1,0,1,0,71.0,3.0,0
A-139c3b,2024-12-01,HealthTech,US,organic,10,3,2756,74,29,0.667,False,0,False,True,False,False,Pro,0.0,0.667,1,4,4,1.0,4,1.0,39,4310.0,0,0,1,0,1,11.0,4.0,0
A-151c9a,2024-12-01,FinTech,US,ads,674,5,14250,150,52,0.6,True,0,False,False,False,False,Pro,0.4,0.6,36,0,5,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-157070,2024-12-01,FinTech,US,ads,388,14,23600,342,49,0.5,True,2,False,False,True,False,Pro,0.286,0.429,17,2,6,0.333,2,0.25,22,1210.0,0,0,0,0,0,0.0,4.0,1
A-158f4e,2024-12-01,FinTech,IN,other,639,12,43859,732,61,0.5,True,1,False,False,False,False,Pro,0.167,0.5,9,1,4,0.25,1,0.25,7,707.0,0,0,0,0,0,0.0,4.0,1
A-1619f8,2024-12-01,DevTools,US,organic,195,7,19790,229,55,0.571,True,1,False,True,False,False,Basic,0.286,0.286,8,1,2,0.5,1,0.5,13,6487.0,0,1,0,0,1,47.0,5.0,0
A-17939a,2024-12-01,HealthTech,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,9,1,4,0.25,1,0.25,11,5918.0,1,0,0,0,0,0.0,4.0,0
A-180abf,2024-12-01,DevTools,US,event,475,6,31040,384,64,0.333,True,1,False,False,False,False,Basic,0.333,0.167,7,2,6,0.333,2,0.333,18,2223.0,1,0,0,0,0,0.0,3.0,0
A-186a44,2024-12-01,HealthTech,US,ads,482,11,16629,251,47,0.636,True,4,False,False,False,False,Basic,0.273,0.273,4,3,4,0.75,3,0.75,34,4180.667,1,0,0,0,0,0.0,3.0,0
A-18793f,2024-12-01,EdTech,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,1,3,0.333,1,0.333,11,4466.0,0,0,0,0,0,0.0,3.0,1
A-1986ca,2024-12-01,HealthTech,IN,ads,671,7,27661,159,31,0.714,True,1,False,False,False,False,Enterprise,1.0,0.0,8,3,1,3.0,3,3.0,26,2656.0,0,0,1,0,0,62.0,3.0,0
A-19b2c8,2024-12-01,DevTools,IN,other,544,13,26703,287,33,0.538,True,1,False,False,False,False,Enterprise,0.462,0.231,22,3,3,1.0,3,1.0,36,4942.333,1,0,1,0,0,32.0,5.0,0
A-1ac5e0,2024-12-01,DevTools,US,event,42,8,18249,264,33,0.625,True,1,False,False,False,False,Basic,0.375,0.25,25,2,6,0.333,2,0.5,19,3389.5,1,0,1,0,0,33.0,4.0,0
A-1b707d,2024-12-01,Cybersecurity,US,organic,506,7,9332,128,41,0.429,True,0,False,True,False,False,Basic,0.286,0.286,6,4,6,0.667,4,0.8,44,4501.25,1,0,1,0,0,32.0,4.0,0
A-1b7577,2024-12-01,Cybersecurity,US,other,35,7,4833,131,81,0.571,False,1,True,False,False,False,Basic,0.286,0.143,5,2,6,0.333,2,0.333,33,5952.5,1,0,0,0,0,0.0,3.0,0
A-1b9609,2024-12-01,EdTech,IN,ads,416,11,16810,215,49,0.455,True,1,False,False,False,False,Basic,0.364,0.273,11,2,3,0.667,2,0.667,17,3538.0,0,0,1,0,0,65.0,3.0,0
A-1d5444,2024-12-01,Cybersecurity,US,partner,318,14,30958,370,41,0.357,True,2,False,True,False,False,Basic,0.286,0.214,6,6,6,1.0,6,1.0,49,2520.667,1,0,0,0,0,0.0,4.0,0
A-1e1b80,2024-12-01,FinTech,CA,other,446,12,48647,603,53,0.5,True,2,False,True,False,False,Enterprise,0.5,0.167,3,2,10,0.2,3,0.3,32,2752.0,0,0,0,0,0,0.0,3.0,0
A-1e50e0,2024-12-01,Cybersecurity,DE,other,649,5,13295,174,98,0.6,True,1,False,False,False,False,Enterprise,0.6,0.4,41,0,3,0.0,0,0.0,0,0.0,0,0,2,1,1,20.5,5.0,0
A-1e6fc3,2024-12-01,EdTech,FR,other,361,3,245,17,11,0.333,False,2,False,False,False,False,Basic,0.0,0.333,58,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-1f0636,2024-12-01,EdTech,AU,partner,335,11,94710,1155,105,0.182,True,3,False,False,False,False,Basic,0.364,0.273,2,3,6,0.5,3,0.5,27,2793.0,1,0,0,0,0,0.0,3.0,0
A-1f0ac7,2024-12-01,HealthTech,UK,other,462,6,8099,185,47,0.5,True,1,False,False,False,False,Basic,0.167,0.333,40,0,5,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-1f559b,2024-12-01,HealthTech,US,organic,454,10,11756,224,59,0.6,True,0,False,False,False,False,Basic,0.1,0.4,10,5,1,5.0,5,5.0,56,3442.4,1,0,0,0,0,0.0,4.0,0
A-1f7acb,2024-12-01,FinTech,UK,ads,483,8,46912,512,64,0.375,True,1,False,False,False,False,Basic,0.375,0.25,7,1,6,0.167,1,0.167,8,4776.0,1,0,0,0,0,0.0,5.0,0
A-202b67,2024-12-01,HealthTech,US,organic,254,9,18168,192,61,0.667,True,0,False,False,False,False,Pro,0.333,0.444,19,1,4,0.25,1,0.25,6,3498.0,0,0,0,0,0,0.0,5.0,0
A-20736a,2024-12-01,EdTech,IN,organic,260,7,40525,375,64,0.571,False,1,False,True,True,False,Enterprise,0.571,0.429,48,0,2,0.0,0,0.0,0,0.0,0,1,0,0,0,57.0,4.0,0
A-22d9d2,2024-12-01,DevTools,FR,event,254,13,17178,292,92,0.538,True,1,False,False,False,True,Pro,0.154,0.692,7,4,6,0.667,4,0.667,53,3076.0,1,0,1,1,1,4.0,3.0,0
A-22f2df,2024-12-01,DevTools,US,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,3,0.667,2,1.0,13,1659.5,0,0,0,0,0,0.0,5.0,0
A-241e75,2024-12-01,EdTech,US,partner,151,5,3594,96,46,0.4,True,0,False,False,True,False,Basic,0.0,0.4,1,1,2,0.5,1,0.5,15,8325.0,0,0,1,0,0,26.0,5.0,1
A-2446e3,2024-12-01,EdTech,IN,organic,326,6,18765,162,27,0.5,True,1,False,False,False,True,Enterprise,0.5,0.333,5,4,2,2.0,4,2.0,41,4142.0,0,0,1,0,0,8.0,4.0,0
A-249769,2024-12-01,Cybersecurity,US,event,220,13,15717,172,56,0.385,False,1,False,False,False,False,Basic,0.231,0.308,41,0,8,0.0,0,0.0,0,0.0,0,0,1,0,0,63.0,5.0,1
A-271f46,2024-12-01,DevTools,US,event,661,8,19604,312,46,0.625,False,2,False,False,False,False,Basic,0.375,0.125,20,2,1,2.0,2,2.0,23,3429.5,0,0,0,0,0,0.0,4.0,0
A-2789e3,2024-12-01,FinTech,US,partner,78,9,17980,171,61,0.444,True,1,False,False,True,True,Basic,0.444,0.0,9,2,8,0.25,2,0.286,22,796.5,1,1,1,0,0,68.0,4.0,0
A-2922b6,2024-12-01,HealthTech,US,organic,17,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,12,2,2,1.0,2,1.0,19,2796.0,0,1,1,0,1,15.5,4.0,1
A-296d7c,2024-12-01,DevTools,DE,other,389,7,1989,75,24,0.286,True,1,False,False,False,False,Basic,0.143,0.286,5,1,4,0.25,1,0.25,8,1752.0,1,0,0,0,0,0.0,3.0,0
A-297a2d,2024-12-01,HealthTech,UK,event,576,5,14373,144,36,0.2,True,1,False,False,False,False,Basic,0.4,0.2,17,1,2,0.5,1,0.5,11,1298.0,1,0,0,0,0,0.0,3.0,0
A-2b9d3e,2024-12-01,EdTech,US,partner,546,8,4744,117,29,0.375,True,1,False,False,False,False,Basic,0.25,0.375,1,3,3,1.0,3,1.0,31,2396.333,1,0,0,0,0,0.0,5.0,0
A-2bc93d,2024-12-01,HealthTech,US,event,628,12,30679,345,95,0.417,True,1,False,False,False,True,Enterprise,0.5,0.167,6,5,4,1.25,5,1.25,71,4807.333,0,1,0,0,0,7.0,5.0,0
A-2d1036,2024-12-01,FinTech,US,ads,170,12,61272,828,69,0.333,True,0,False,False,False,False,Basic,0.25,0.333,16,2,5,0.4,2,0.5,22,2235.5,1,1,1,1,1,13.5,5.0,0
A-2d4502,2024-12-01,FinTech,IN,event,216,8,21717,250,67,0.5,True,1,False,True,False,False,Enterprise,0.5,0.125,31,0,3,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,5.0,0
A-2e3bad,2024-12-01,FinTech,CA,other,476,9,44713,549,61,0.333,True,2,False,False,False,False,Enterprise,0.444,0.222,19,2,3,0.667,2,0.667,17,3451.0,0,0,1,0,0,18.0,3.0,0
A-2e4581,2024-12-01,EdTech,US,partner,46,7,5787,228,102,0.571,True,2,False,True,False,False,Pro,0.143,0.714,2,4,4,1.0,4,1.0,38,2639.25,1,0,0,0,0,0.0,3.0,1
A-2ebb4b,2024-12-01,HealthTech,US,ads,566,9,28679,393,65,0.667,False,2,False,False,False,False,Basic,0.222,0.333,32,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,1
A-2edab2,2024-12-01,HealthTech,US,event,380,9,10557,153,17,0.444,True,0,False,False,False,False,Basic,0.222,0.333,2,2,2,1.0,2,1.0,18,1313.5,0,0,0,0,0,0.0,3.0,0
A-2f6a32,2024-12-01,HealthTech,US,organic,97,10,7152,236,47,0.4,False,2,False,True,False,False,Basic,0.0,0.5,5,2,6,0.333,2,0.286,21,3143.0,1,0,0,0,0,0.0,4.0,0
A-309e54,2024-12-01,DevTools,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,3,4,0.75,3,0.75,22,709.333,0,0,1,0,0,52.0,3.0,1
A-30b4ca,2024-12-01,EdTech,IN,organic,195,8,75938,688,86,0.625,True,1,False,False,False,False,Enterprise,0.5,0.25,0,1,4,0.25,1,0.2,11,5786.0,0,0,1,0,0,64.0,4.0,0
A-310452,2024-12-01,DevTools,FR,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6,2,4,0.5,2,0.5,27,5827.0,1,0,0,0,0,0.0,3.0,1
A-313be3,2024-12-01,EdTech,US,partner,382,9,16703,432,56,0.222,True,5,False,False,False,False,Enterprise,0.556,0.333,10,3,7,0.429,3,0.429,35,4333.0,1,1,0,1,0,39.0,5.0,0
A-31ab9a,2024-12-01,FinTech,DE,organic,273,5,7245,124,73,0.4,False,1,False,False,False,False,Enterprise,0.4,0.4,0,3,2,1.5,3,1.5,29,3968.0,0,0,1,0,1,62.0,4.0,0
A-32728c,2024-12-01,DevTools,US,event,698,8,4498,182,42,0.375,False,2,False,False,False,False,Basic,0.25,0.375,89,0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-328bd0,2024-12-01,HealthTech,AU,partner,565,12,15097,281,39,0.583,True,1,False,False,False,False,Basic,0.167,0.333,35,0,7,0.0,0,0.0,0,0.0,0,0,1,0,0,65.0,4.0,0
A-32fb14,2024-12-01,DevTools,US,event,635,9,10162,264,47,0.333,True,1,False,False,False,True,Basic,0.111,0.111,105,0,0,0.0,0,0.0,0,0.0,0,0,1,0,0,7.0,4.0,0
A-331424,2024-12-01,DevTools,US,organic,391,6,6776,66,11,0.5,True,2,False,False,False,False,Enterprise,0.5,0.333,38,0,2,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,0
A-337bc1,2024-12-01,Cybersecurity,US,organic,501,7,19379,281,86,0.571,True,2,False,False,True,True,Pro,0.286,0.429,0,1,6,0.167,1,0.2,10,780.0,0,2,0,0,0,28.0,3.0,0
A-342303,2024-12-01,EdTech,US,other,260,3,1695,55,28,0.333,False,1,False,False,False,False,Basic,0.333,0.333,5,1,2,0.5,1,0.5,7,182.0,0,0,0,0,0,0.0,4.0,0
A-34d880,2024-12-01,Cybersecurity,AU,ads,234,9,20964,172,53,0.889,True,2,False,False,False,False,Enterprise,0.556,0.333,30,1,4,0.25,1,0.2,11,1342.0,1,1,1,0,0,63.0,3.0,1
A-34ea2f,2024-12-01,HealthTech,US,organic,108,11,11399,260,83,0.455,True,3,False,True,False,True,Basic,0.273,0.364,9,4,6,0.667,4,0.667,37,2576.75,1,0,1,0,0,25.0,4.0,0
A-35083d,2024-12-01,HealthTech,IN,partner,583,15,22682,364,48,0.533,True,3,False,False,False,False,Pro,0.333,0.4,0,2,6,0.333,2,0.286,21,3733.0,0,0,1,0,0,60.0,5.0,0
A-354f12,2024-12-01,FinTech,US,ads,217,4,8889,51,34,0.5,False,0,False,False,False,False,Enterprise,0.75,0.0,29,1,4,0.25,1,0.25,13,3120.0,0,0,0,0,0,0.0,4.0,0
A-378b99,2024-12-01,EdTech,UK,ads,91,9,9740,216,68,0.444,False,1,False,False,False,False,Pro,0.222,0.556,0,3,2,1.5,3,1.5,25,3543.667,1,0,0,0,0,0.0,3.0,0
A-3793ee,2024-12-01,Cybersecurity,CA,organic,621,7,26705,343,49,0.714,True,2,False,False,False,False,Enterprise,0.571,0.429,4,2,2,1.0,2,1.0,19,4150.0,0,0,0,0,0,0.0,4.0,0
A-37f969,2024-12-01,HealthTech,IN,partner,414,8,22959,261,51,0.625,True,0,False,False,False,True,Basic,0.375,0.25,60,0,2,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,4.0,1
A-3932db,2024-12-01,HealthTech,CA,other,424,8,14087,250,58,0.75,False,2,False,False,False,True,Basic,0.375,0.25,3,5,5,1.0,4,0.8,40,2379.4,1,0,1,0,0,61.0,5.0,0
A-396e5f,2024-12-01,Cybersecurity,CA,other,60,8,8172,140,53,0.5,True,1,False,False,True,True,Pro,0.375,0.5,5,3,4,0.75,3,0.75,26,2672.667,0,0,0,0,0,0.0,4.0,0
A-39868b,2024-12-01,FinTech,AU,partner,259,5,4194,53,17,0.2,True,1,False,False,False,True,Basic,0.4,0.2,18,3,5,0.6,3,0.6,30,3760.333,0,0,0,0,0,0.0,5.0,0
A-39b19f,2024-12-01,FinTech,US,partner,667,11,21237,339,55,0.727,True,2,False,False,False,False,Pro,0.364,0.545,48,0,4,0.0,0,0.0,0,0.0,0,0,1,1,0,43.0,5.0,0
A-39ddf4,2024-12-01,EdTech,US,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,21,2,2,1.0,2,1.0,22,2228.5,0,0,1,0,0,12.0,4.0,1
A-3a5ad8,2024-12-01,HealthTech,US,organic,362,11,26910,297,95,0.636,True,3,False,False,False,True,Enterprise,0.455,0.273,36,0,2,0.0,0,0.0,0,0.0,0,0,1,0,0,65.0,4.0,0
A-3a7284,2024-12-01,FinTech,US,organic,14,3,15317,143,73,0.333,False,0,False,False,False,False,Enterprise,0.667,0.0,0,4,3,1.333,3,1.0,45,2658.5,0,0,0,0,0,0.0,4.0,1
A-3b37d9,2024-12-01,FinTech,US,event,674,7,19435,166,28,0.286,True,2,False,False,False,False,Enterprise,0.714,0.286,16,2,1,2.0,2,1.0,26,1013.0,0,0,1,0,0,28.0,4.0,0
A-3b5cd1,2024-12-01,FinTech,US,event,446,11,13129,219,55,0.636,True,2,False,False,False,False,Pro,0.364,0.455,1,4,8,0.5,4,0.571,37,3905.5,1,0,0,0,0,0.0,4.0,0
A-3be56b,2024-12-01,HealthTech,IN,event,402,12,17040,271,62,0.5,True,3,False,False,False,False,Basic,0.333,0.333,1,3,3,1.0,3,1.0,21,2511.0,0,0,0,0,0,0.0,4.0,0
A-3c1a3f,2024-12-01,DevTools,UK,event,463,12,14909,232,82,0.417,True,3,False,False,False,False,Enterprise,0.417,0.25,11,3,5,0.6,3,0.5,36,6157.667,0,0,0,0,0,0.0,3.0,0
A-3cc791,2024-12-01,EdTech,US,other,326,7,6758,99,25,0.571,True,2,False,False,False,False,Basic,0.286,0.286,6,1,4,0.25,1,0.25,13,2873.0,0,0,1,0,1,58.0,3.0,0
A-3ce5b8,2024-12-01,FinTech,IN,ads,451,9,16650,336,189,0.444,False,2,False,False,False,False,Pro,0.333,0.444,11,3,3,1.0,3,1.0,29,2766.333,1,1,1,0,1,58.5,3.0,0
A-3d957b,2024-12-01,HealthTech,UK,other,241,6,11852,158,73,0.833,True,0,False,False,False,False,Enterprise,0.5,0.333,42,0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-3f9cc0,2024-12-01,HealthTech,US,event,181,7,19940,162,30,0.571,True,1,False,False,False,False,Enterprise,0.571,0.0,62,0,7,0.0,0,0.0,0,0.0,0,1,0,0,0,60.0,4.0,1
A-40906c,2024-12-01,EdTech,US,ads,249,12,64400,1104,92,0.5,True,2,False,False,False,False,Pro,0.25,0.417,8,1,3,0.333,1,0.25,9,1485.0,0,1,2,0,1,45.0,4.0,0
A-40a557,2024-12-01,Cybersecurity,AU,partner,364,8,20140,178,55,0.5,False,1,False,True,False,False,Pro,0.375,0.5,37,0,4,0.0,0,0.0,0,0.0,0,1,1,0,1,26.0,5.0,0
A-40de06,2024-12-01,Cybersecurity,US,event,573,16,28862,521,62,0.375,True,2,True,False,False,True,Pro,0.25,0.438,6,4,6,0.667,4,0.571,43,4299.75,0,0,0,0,0,0.0,4.0,0
A-410e86,2024-12-01,FinTech,US,organic,21,3,10008,72,24,0.333,True,0,False,False,False,False,Enterprise,0.667,0.0,43,0,4,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,3.0,0
A-417d2f,2024-12-01,Cybersecurity,IN,partner,516,14,20042,270,51,0.429,True,2,False,False,False,False,Basic,0.286,0.286,3,1,7,0.143,1,0.125,11,3256.0,0,2,0,0,1,63.0,4.0,1
