account_id,snapshot_date,industry,country,referral_source,tenure_days,total_active_subs,total_mrr,total_seats,max_seats,monthly_ratio,has_manual_renew,active_trials,had_downgrade_30,had_upgrade_30,had_downgrade_31_90,had_upgrade_31_90,primary_plan,enterprise_ratio,pro_ratio,days_since_last_action,unique_features_last_30d,unique_features_31_to_90d,breadth_decay_ratio,active_days_last_30d,activity_drop_ratio,total_usage_count_30d,avg_duration_last_30d,had_error_last_30d,tickets_last_30d,tickets_31_to_90d,escalated_last_90d,had_urgent_ticket_last_90d,avg_resolution_last_90d,latest_csat_score,target
A-ed510f,2023-02-01,Cybersecurity,IN,partner,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,2,0,0.0,2,0.0,17,3935.5,0,1,0,0,1,44.0,5.0,0
A-f17767,2023-02-01,DevTools,US,event,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,23,1,0,0.0,1,0.0,16,1872.0,0,0,0,0,0,0.0,0.0,0
A-f19b24,2023-02-01,Cybersecurity,US,organic,22,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,13,1,0,0.0,1,0.0,10,1350.0,0,0,0,0,0,0.0,0.0,0
A-f1f639,2023-02-01,EdTech,US,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,23,2,0,0.0,1,0.0,11,1647.0,1,0,0,0,0,0.0,0.0,0
A-f44180,2023-02-01,Cybersecurity,UK,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,5,0,0.0,5,0.0,48,2743.0,1,0,0,0,0,0.0,0.0,0
A-ff3c73,2023-02-01,HealthTech,AU,other,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,0,0.0,1,0.0,27,3163.5,1,0,0,0,0,0.0,0.0,0
A-0dbdc6,2023-03-01,Cybersecurity,DE,other,17,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,2,0,0.0,2,0.0,26,5285.5,0,0,0,0,0,0.0,0.0,0
A-10b8f2,2023-03-01,HealthTech,DE,organic,49,1,0,47,47,0.0,True,1,False,False,False,False,Basic,0.0,0.0,24,1,3,0.333,1,0.5,9,1323.0,1,0,0,0,0,0.0,0.0,0
A-151c9a,2023-03-01,FinTech,US,ads,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,1,1,1.0,1,1.0,18,4878.0,1,0,0,0,0,0.0,0.0,0
A-158f4e,2023-03-01,FinTech,IN,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,2,2,1.0,2,1.0,26,3750.5,0,0,1,0,0,23.0,4.0,1
A-1986ca,2023-03-01,HealthTech,IN,ads,30,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,15,2,1,2.0,2,2.0,27,4099.5,1,0,0,0,0,0.0,0.0,0
A-1e50e0,2023-03-01,Cybersecurity,DE,other,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6,5,1,5.0,5,5.0,46,3047.2,1,0,0,0,0,0.0,0.0,0
A-271f46,2023-03-01,DevTools,US,event,20,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,14,1,0,0.0,1,0.0,15,1965.0,1,1,0,0,0,36.0,4.0,1
A-2bc93d,2023-03-01,HealthTech,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,2,3,0.667,2,0.667,16,2460.0,1,0,0,0,0,0.0,0.0,0
A-32728c,2023-03-01,DevTools,US,event,57,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,3,3,1.0,2,0.667,40,2158.0,1,0,1,0,0,40.0,3.0,0
A-32fb14,2023-03-01,DevTools,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,13,2,2,1.0,2,1.0,25,6030.5,1,0,0,0,0,0.0,0.0,0
A-39b19f,2023-03-01,FinTech,US,partner,26,2,1960,40,24,0.5,False,0,True,False,False,False,Pro,0.0,1.0,7,2,3,0.667,2,1.0,21,4770.5,0,0,0,0,0,0.0,0.0,1
A-3b37d9,2023-03-01,FinTech,US,event,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,3,0,0.0,3,0.0,27,2762.0,1,0,1,0,0,32.0,5.0,0
A-432483,2023-03-01,Cybersecurity,US,ads,23,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,1,2.0,2,2.0,17,1413.0,0,0,0,0,0,0.0,0.0,0
A-484819,2023-03-01,HealthTech,US,organic,8,1,3582,18,18,0.0,False,0,False,False,False,False,Enterprise,1.0,0.0,23,1,3,0.333,1,0.333,8,3224.0,0,1,0,0,1,19.0,5.0,0
A-52dd88,2023-03-01,Cybersecurity,US,ads,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0.0,5,0.0,57,5416.8,1,0,0,0,0,0.0,0.0,0
A-6e08f3,2023-03-01,Cybersecurity,US,event,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,1,3,0.333,1,0.333,8,760.0,1,0,0,0,0,0.0,0.0,0
A-6e7827,2023-03-01,DevTools,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,3,0,0.0,3,0.0,29,3772.0,1,0,0,0,0,0.0,0.0,0
A-7641d3,2023-03-01,EdTech,US,partner,13,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,13,1,1,1.0,1,1.0,14,6468.0,0,2,0,1,1,30.0,5.0,0
A-779e4e,2023-03-01,HealthTech,US,organic,58,3,4684,46,19,0.0,False,0,False,False,False,True,Basic,0.333,0.333,4,4,5,0.8,3,0.6,34,2565.75,0,0,1,0,1,33.0,3.0,0
A-7df7a7,2023-03-01,DevTools,US,organic,32,1,343,7,7,1.0,False,0,True,False,False,False,Pro,0.0,1.0,3,4,4,1.0,4,1.0,35,3154.0,0,0,0,0,0,0.0,0.0,0
A-7f4db3,2023-03-01,FinTech,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,2,3,0.667,2,0.667,21,3576.5,0,0,0,0,0,0.0,0.0,1
A-7f8241,2023-03-01,EdTech,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,3,6,0.5,2,0.4,19,2332.667,0,0,0,0,0,0.0,0.0,0
A-84ebe4,2023-03-01,FinTech,US,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,3,0,0.0,3,0.0,32,1710.667,1,0,0,0,0,0.0,0.0,0
A-91e948,2023-03-01,EdTech,AU,partner,31,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0.0,5,0.0,51,1740.0,1,0,0,0,0,0.0,0.0,0
A-977ca0,2023-03-01,HealthTech,IN,partner,9,1,1194,6,6,0.0,False,0,False,False,False,False,Enterprise,1.0,0.0,12,3,3,1.0,3,0.75,22,3007.0,1,0,0,0,0,0.0,0.0,0
A-9affe6,2023-03-01,Cybersecurity,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,3,1,3.0,3,3.0,18,2006.667,1,0,0,0,0,0.0,0.0,0
A-9ee962,2023-03-01,HealthTech,US,ads,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,2,1,2.0,2,2.0,25,3005.0,1,0,0,0,0,0.0,0.0,0
A-a7bd4b,2023-03-01,Cybersecurity,US,ads,14,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,2,1.0,2,1.0,16,2408.5,1,0,0,0,0,0.0,0.0,0
A-ad3abd,2023-03-01,FinTech,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,11,2,1,2.0,2,2.0,26,5354.0,0,0,0,0,0,0.0,0.0,0
A-af0cd2,2023-03-01,Cybersecurity,IN,other,57,1,931,19,19,1.0,False,0,False,False,False,False,Pro,0.0,1.0,50,0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0
A-b11cd0,2023-03-01,DevTools,US,ads,40,1,494,26,26,1.0,False,0,False,False,False,False,Basic,0.0,0.0,6,1,1,1.0,1,1.0,9,1422.0,1,0,0,0,0,0.0,0.0,0
A-b9f5b1,2023-03-01,Cybersecurity,US,other,36,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,39,0,3,0.0,0,0.0,0,0.0,0,1,0,0,0,37.0,4.0,0
A-bad8c1,2023-03-01,FinTech,AU,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,9,3,1,3.0,3,3.0,25,1248.0,1,0,0,0,0,0.0,0.0,0
A-bbe56f,2023-03-01,HealthTech,US,ads,13,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,21,1,2,0.5,1,0.5,7,1092.0,0,0,0,0,0,0.0,0.0,0
A-c4ea60,2023-03-01,FinTech,DE,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,3,1,3.0,3,3.0,23,3195.667,1,2,0,0,0,54.0,3.0,0
A-c62e55,2023-03-01,EdTech,US,partner,21,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,16,2,0,0.0,2,0.0,17,1152.0,0,0,0,0,0,0.0,0.0,0
A-c7ffc2,2023-03-01,Cybersecurity,US,partner,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,28,2,4,0.5,1,0.2,21,2327.0,0,0,0,0,0,0.0,0.0,0
A-d792a6,2023-03-01,DevTools,US,organic,37,2,1889,41,37,0.5,False,0,False,True,False,False,Basic,0.0,0.5,5,1,2,0.5,2,1.0,17,2195.5,1,0,0,0,0,0.0,0.0,0
A-e1462e,2023-03-01,FinTech,UK,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,24,2,1,2.0,2,2.0,25,2664.0,1,0,0,0,0,0.0,0.0,0
A-e1b9cd,2023-03-01,DevTools,US,event,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,4,1,4.0,5,5.0,43,2838.4,0,0,0,0,0,0.0,0.0,0
A-e43bf7,2023-03-01,Cybersecurity,AU,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,3,0.333,1,0.333,11,4983.0,1,0,0,0,0,0.0,0.0,0
A-e6afc1,2023-03-01,DevTools,US,ads,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,2,5,0.4,2,0.4,20,3536.0,0,0,0,0,0,0.0,0.0,0
A-e888d1,2023-03-01,Cybersecurity,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,2,6,0.333,2,0.333,29,4817.5,1,0,0,0,0,0.0,0.0,0
A-ed510f,2023-03-01,Cybersecurity,IN,partner,43,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,30,1,1,1.0,1,1.0,8,3488.0,0,1,0,0,1,44.0,5.0,0
A-f17767,2023-03-01,DevTools,US,event,30,1,686,14,14,0.0,False,0,False,False,False,False,Pro,0.0,1.0,19,1,1,1.0,1,1.0,12,5280.0,0,0,0,0,0,0.0,0.0,0
A-f19409,2023-03-01,DevTools,US,other,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,14,1,0,0.0,1,0.0,11,2013.0,0,0,0,0,0,0.0,0.0,1
A-f44180,2023-03-01,Cybersecurity,UK,event,16,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,3,4,0.75,3,0.75,33,4107.0,1,0,0,0,0,0.0,0.0,0
A-019782,2023-04-01,DevTools,FR,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,4,3,2,1.5,3,0.75,29,4350.333,1,0,0,0,0,0.0,0.0,0
A-02fac6,2023-04-01,FinTech,US,event,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,19,2,1,2.0,2,2.0,18,4903.0,0,1,0,0,0,16.0,4.0,0
A-0dbdc6,2023-04-01,Cybersecurity,DE,other,48,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,4,2,2.0,4,2.0,41,3262.5,1,0,0,0,0,0.0,0.0,0
A-10b8f2,2023-04-01,HealthTech,DE,organic,80,1,0,47,47,0.0,True,1,False,False,False,False,Basic,0.0,0.0,17,3,4,0.75,3,1.0,37,3741.667,0,0,0,0,0,0.0,0.0,0
A-151c9a,2023-04-01,FinTech,US,ads,64,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,1,2,0.5,1,0.5,6,1524.0,0,0,0,0,0,0.0,0.0,0
A-158f4e,2023-04-01,FinTech,IN,other,29,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,4,4,1.0,5,1.25,38,1533.2,0,0,1,0,0,23.0,4.0,0
A-1986ca,2023-04-01,HealthTech,IN,ads,61,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,18,3,3,1.0,3,1.0,27,3397.0,1,0,0,0,0,0.0,0.0,0
A-1e50e0,2023-04-01,Cybersecurity,DE,other,39,1,3781,19,19,1.0,False,0,False,True,False,False,Enterprise,1.0,0.0,28,1,6,0.167,1,0.167,9,288.0,0,0,0,0,0,0.0,0.0,0
A-271f46,2023-04-01,DevTools,US,event,51,1,722,38,38,0.0,False,0,False,False,False,False,Basic,0.0,0.0,11,2,1,2.0,2,2.0,17,1974.0,0,0,1,0,0,36.0,4.0,0
A-2bc93d,2023-04-01,HealthTech,US,event,18,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6,3,5,0.6,2,0.4,22,2604.0,1,0,0,0,0,0.0,0.0,0
A-32728c,2023-04-01,DevTools,US,event,88,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,21,2,5,0.4,2,0.4,23,4977.0,0,1,1,0,0,34.5,4.0,0
A-32fb14,2023-04-01,DevTools,US,event,25,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,5,4,1.25,5,1.25,56,3200.4,0,1,0,0,0,63.0,4.0,0
A-39b19f,2023-04-01,FinTech,US,partner,57,2,1960,40,24,0.5,False,0,False,False,True,False,Pro,0.0,1.0,2,2,5,0.4,2,0.5,22,659.0,0,1,0,0,0,67.0,4.0,0
A-3b37d9,2023-04-01,FinTech,US,event,64,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,3,3,1.0,3,1.0,31,5362.0,1,2,1,0,1,37.0,4.0,0
A-432483,2023-04-01,Cybersecurity,US,ads,54,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,17,2,2,1.0,2,0.667,19,3432.5,1,0,0,0,0,0.0,0.0,0
A-484819,2023-04-01,HealthTech,US,organic,39,1,3582,18,18,0.0,False,0,False,False,False,False,Enterprise,1.0,0.0,6,3,4,0.75,4,1.0,38,3385.5,1,0,1,0,1,19.0,5.0,0
A-52dd88,2023-04-01,Cybersecurity,US,ads,39,1,1274,26,26,1.0,True,0,False,False,False,False,Pro,0.0,1.0,0,4,5,0.8,4,0.8,38,4242.5,1,0,0,0,0,0.0,0.0,0
A-67be94,2023-04-01,EdTech,US,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,15,4,4,1.0,4,1.0,39,2499.5,0,1,0,0,0,68.0,5.0,0
A-69fad4,2023-04-01,FinTech,UK,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,11,2,4,0.5,2,0.667,14,1605.0,0,0,0,0,0,0.0,0.0,0
A-6a4e2d,2023-04-01,EdTech,UK,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,8,3,3,1.0,3,1.0,24,2844.0,1,0,0,0,0,0.0,0.0,0
A-6c093d,2023-04-01,DevTools,US,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,12,2,6,0.333,2,0.333,18,3600.0,0,0,1,1,0,58.0,4.0,0
A-6e08f3,2023-04-01,Cybersecurity,US,event,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,3,4,0.75,3,0.75,25,4076.333,1,0,0,0,0,0.0,0.0,0
A-6e7827,2023-04-01,DevTools,US,other,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,6,1,3,0.333,1,0.333,11,1089.0,0,0,0,0,0,0.0,0.0,0
A-7641d3,2023-04-01,EdTech,US,partner,44,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,14,1,2,0.5,1,0.5,10,140.0,0,1,2,1,1,37.333,5.0,0
A-779e4e,2023-04-01,HealthTech,US,organic,89,4,5713,67,21,0.25,False,0,True,True,False,True,Pro,0.25,0.5,0,4,9,0.444,4,0.5,34,1915.75,1,1,1,0,1,28.0,3.0,0
A-7df7a7,2023-04-01,DevTools,US,organic,63,2,343,92,85,1.0,False,1,False,False,True,False,Basic,0.0,0.5,0,5,8,0.625,5,0.625,57,2006.8,1,0,0,0,0,0.0,0.0,0
A-7f4db3,2023-04-01,FinTech,US,other,27,2,1788,12,8,1.0,True,0,False,False,False,False,Enterprise,0.5,0.5,10,5,5,1.0,5,1.0,34,2661.8,1,1,0,0,1,15.0,3.0,0
A-7f8241,2023-04-01,EdTech,US,organic,18,1,646,34,34,0.0,False,0,False,False,False,False,Basic,0.0,0.0,9,4,9,0.444,4,0.571,32,2516.0,0,0,0,0,0,0.0,0.0,0
A-8145a0,2023-04-01,Cybersecurity,AU,partner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2,4,0.5,2,0.5,26,7332.0,1,0,2,0,0,14.5,5.0,0
A-91e948,2023-04-01,EdTech,AU,partner,62,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,3,5,0.6,3,0.6,23,2532.0,0,0,0,0,0,0.0,0.0,0
A-92a333,2023-04-01,FinTech,US,event,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,7,3,0,0.0,3,0.0,29,3760.333,1,0,0,0,0,0.0,0.0,0
A-977ca0,2023-04-01,HealthTech,IN,partner,40,2,1688,32,26,0.5,False,0,False,False,False,False,Basic,0.5,0.0,0,5,6,0.833,5,0.714,48,3263.4,1,0,0,0,0,0.0,0.0,0
A-9affe6,2023-04-01,Cybersecurity,US,other,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,11,1,4,0.25,1,0.25,8,4024.0,0,0,0,0,0,0.0,0.0,0
A-a1bbb6,2023-04-01,DevTools,CA,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,4,2,2.0,4,2.0,47,4147.0,1,0,0,0,0,0.0,0.0,0
A-a7bd4b,2023-04-01,Cybersecurity,US,ads,45,1,392,8,8,0.0,False,0,False,False,False,False,Pro,0.0,1.0,4,4,3,1.333,3,0.75,38,3344.5,1,0,0,0,0,0.0,0.0,0
A-ad3abd,2023-04-01,FinTech,US,event,29,1,8756,44,44,1.0,True,0,False,False,False,False,Enterprise,1.0,0.0,5,2,3,0.667,2,0.667,18,3662.5,0,0,0,0,0,0.0,0.0,0
A-af0cd2,2023-04-01,Cybersecurity,IN,other,88,1,931,19,19,1.0,False,0,False,False,False,False,Pro,0.0,1.0,2,6,1,6.0,6,6.0,68,3734.714,1,0,0,0,0,0.0,0.0,0
A-b11cd0,2023-04-01,DevTools,US,ads,71,2,494,52,26,1.0,False,1,False,False,False,False,Basic,0.0,0.0,27,1,2,0.5,2,1.0,19,3463.5,0,0,0,0,0,0.0,0.0,0
A-b7724f,2023-04-01,HealthTech,UK,organic,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,3,0.667,2,0.667,14,1063.5,1,0,0,0,0,0.0,0.0,0
A-b9f5b1,2023-04-01,Cybersecurity,US,other,67,1,0,42,42,1.0,False,1,False,False,False,False,Enterprise,1.0,0.0,70,0,3,0.0,0,0.0,0,0.0,0,0,1,0,0,37.0,4.0,0
A-bad8c1,2023-04-01,FinTech,AU,organic,31,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,2,4,0.5,2,0.5,21,2014.5,0,0,0,0,0,0.0,0.0,0
A-c4ea60,2023-04-01,FinTech,DE,other,23,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,3,4,0.75,3,0.75,35,2380.0,0,0,2,0,0,54.0,3.0,0
A-c608c8,2023-04-01,DevTools,DE,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,20,2,3,0.667,2,1.0,16,2058.0,1,0,0,0,0,0.0,0.0,0
A-c62e55,2023-04-01,EdTech,US,partner,52,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,7,2,2,1.0,2,1.0,20,1520.0,0,1,0,0,0,59.0,3.0,0
A-c7ffc2,2023-04-01,Cybersecurity,US,partner,64,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,7,3,6,0.5,3,0.5,24,1853.667,0,0,0,0,0,0.0,0.0,1
A-cab532,2023-04-01,DevTools,FR,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,4,7,0.571,4,0.571,49,2512.2,1,0,0,0,0,0.0,0.0,0
A-cb6cc6,2023-04-01,DevTools,US,ads,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,3,0.333,2,0.667,10,2125.0,0,0,0,0,0,0.0,0.0,0
A-d792a6,2023-04-01,DevTools,US,organic,68,3,1889,50,37,0.667,True,1,False,False,False,True,Pro,0.0,0.667,30,1,3,0.333,1,0.25,14,4172.0,0,1,0,0,0,45.0,4.0,0
A-de58ca,2023-04-01,HealthTech,DE,organic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,9,3,8,0.375,3,0.429,37,2699.0,0,0,0,0,0,0.0,0.0,0
